paper_id,journal_name,extraction_status,article_type,publication_status,volume_text,volume_number,volume_year,section,title,publication_date,year,doi,url,abstract,authors_raw,n_authors,citations,citation_source,downloads,metric_used_as_downloads,keywords,topic_label,topic_source,topic_evidence,topic_score,topic_confidence,manual_topic_label,manual_topic_source,manual_topic_evidence,manual_topic_status,n_references
130,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Evolutionary Bioinformatics,Transcripts derived from AmnSINE1 repetitive sequences are depleted in the cortex of autism spectrum disorder patients,2025-04-09,2025,10.3389/fbinf.2025.1532981,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1532981/full,"Aims: Autism spectrum disorder (ASD) is a brain developmental disability with a not-fully clarified etiogenesis. Current ASD research largely focuses on coding regions of the genome, but up to date much less is known about the contribution of non-coding elements to ASD risk. The non-coding genome is largely made of DNA repetitive sequences (RS). Although RS were considered slightly more than “junk DNA”, today RS have a recognized role in almost every aspect of human biology, especially in developing human brain. Our aim was to test if RS transcription may play a role in ASD. Methods: Global RS transcription was firstly investigated in [postmortem] dorsolateral prefrontal cortex of 13 ASD patients and 39 matched controls. Results were validated in independent datasets. Results: AmnSINE1 was the only RS significantly downregulated in ASD specimens. The role of AmnSINE1 in ASD has been investigated at multiple levels, showing that the 1,416 genes containing AmnSINE1 are associated with nervous system development and autism susceptibility. This has been confirmed in a different experimental setting, such as in organoid models of the human cerebral cortex, harboring different ASD causative mutations. AmnSINE1 related genes are transcriptionally co-regulated and are involved not only in brain formation but can specifically be involved in ASD development. Looking for a possible direct role of AmnSINE1 non-coding transcripts in ASD, we report that AmnSINE1 transcripts may alter the miRNA regulatory landscape for genes involved in neurogenesis. Conclusion: Our findings provide preliminary evidence supporting a role for AmnSINE1 in ASD development.","Sciaraffa, Nicolina; Santoni, Daniele; Li Greci, Andrea; Genovese, Swonild Ilenia; Coronnello, Claudia; Arancio, Walter",6,1,Crossref,2721,views_from_filtered_article_listing_2025,embryonic development; microRNA; nervous system; neurogenesis; autism spectrum disorder; repetitive sequences; autistic disorder,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,73
131,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Drug Discovery in Bioinformatics,Harnessing computational immunology to design targeted subunit vaccines for infectious bursal disease in poultry,2025-04-04,2025,10.3389/fbinf.2025.1562997,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1562997/full,"Introduction: Infectious bursal disease (IBD), caused by the infectious bursal disease Q8 virus (IBDV), is a highly contagious disease in young chickens, leading to immunosuppression with great economic importance. IBDV, a non-enveloped virus with a bipartite dsRNA genome, infects the bursa of Fabricius, causing severe gastrointestinal disease. Effective vaccines are urgently needed due to the limitations of current oral vaccines, including gastrointestinal degradation and low immunogenicity. This study designs and evaluates a multiepitope subunit vaccine using immunoinformatics. Methods: Sequences of the IBDV structural proteins VP2 and VP3 were obtained from the National Centre for Biotechnology Information) NCBI. These are structural proteins VP2 and VP3 were subjected to the Vaxijen 2.0 webserver to predict the antigenicity, ToxiPred to predict the toxicity and further analyzed to identify immunogenic epitopes of Chicken Leukocyte Antigens (CLAs) using the NetMHCpan 4.1 webserver. Results: The final vaccine construct includes 2 HTL, 21 CTL, and 7 LBL epitopes, with gallinacin-3 precursor as an adjuvant. The construct is antigenic (0.5605), non-allergenic, and non-toxic, consisting of 494 amino acids with a molecular weight of 54.88 kDa and a positive charge (pI of 9.23). It is stable, hydrophilic, and soluble. Population coverage analysis revealed a global immune coverage of 89.83%, with the highest in Europe (99.86%) and the lowest in Central America (25.01%). Molecular docking revealed strong interactions with TLR-2_1, TLR-4, and TLR-7, with TLR-7 exhibiting the highest binding affinity (−366.15 kcal/mol). Immune simulations indicated a robust immune response, with high initial IgM levels, sustained IgG, memory cell formation, and activation of T helper (Th) cells 1 and 2, Natural Killer (NK) cells, and dendritic cells, suggesting potential long-lasting immunity against IBDV. Discussion: This study presents a promising multi-epitope subunit vaccine candidate capable of effective immunization against IBDV with broad population coverage. However, further [in vivo] experimental validation is required to confirm its efficacy and safety.","Oladipo, Elijah Kolawole; Adeyemo, Stephen Feranmi; Oshoneye, Ayomiposi Isaiah; Akintola, Hannah Blessing; Elegbede, Bolatito Islam; Ayoomoba, Tobiloba Uren; Atilade, Dorcas Ayomide; Adegboye, Omolara Omoboye; Ejikeme, Abuoma Elizabeth; Balogun, Chris Olamide; Aderibigbe, Kehinde Abolade; Popoola, Possible Okikiola; Alabi, Victoria Ajike; Irewolede, Boluwatife Ayobami; Ano-Edward, Gbemi Henry; Ayeleso, Ademola Olabode; Onyeaka, Helen",17,3,Crossref,5857,views_from_filtered_article_listing_2025,immunosuppression; immunity; dendritic cells; immunoinformatics; gastrointestinal tract; infectious bursal disease virus (IBDV),Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,75
132,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Integrative Bioinformatics,Identification of key hub genes in pancreatic ductal adenocarcinoma: an integrative bioinformatics study,2025-03-28,2025,10.3389/fbinf.2025.1536783,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1536783/full,"Pancreatic Ductal Adenocarcinoma (PDAC) poses a significant health threat characterized by poor clinical outcomes, largely attributable to late detection, chemotherapy resistance, and the absence of tailored therapies. Despite progress in surgical, radiation, and chemotherapy treatments, 80% of PDAC patients do not benefit optimally from systemic therapy, often due to asymptomatic presentation or disease regression upon diagnosis. The disease’s progression is influenced by complex interactions involving immunological, genetic, and environmental factors, among others. However, the precise molecular mechanisms underlying PDAC remain incompletely understood. A major challenge in elucidating PDAC’s origins lies in deciphering the genetic variations governing its network. PDAC exhibits heterogeneity, manifesting diverse genetic compositions, cellular attributes, and behaviors across patients and within tumors. This diversity complicates diagnosis, treatment strategies, and prognostication. Identification of “Differentially Expressed Genes” (DEGs) between PDAC and healthy controls is vital for addressing these challenges. These DEGs serve as the foundation for constructing the PDAC protein interaction network, with their network properties being assessed for further insights. Our analysis revealed five key hub genes (KHGs): [EGF, SRC, SDC1, ICAM1 and CEACAM5]. The KHGs were predominantly enriched in pathways such as: ErbB signaling pathway, Rap1 signaling pathway, etc. Acknowledging the therapeutic promise and biomarker importance of PDAC KHGs, we have also pinpointed approved medications for the identified key genes. Nevertheless, it is crucial to conduct experimental validation on KHGs to confirm their effectiveness within the PDAC context. Overall, this study identified potential key hub genes implicated in the progression of PDAC, offering significant guidance for personalized clinical decision-making and molecular-targeted therapy for PDAC patients.","Bhattacharjee, Kankana; Sengupta, Avik; Kumar, Rahul; Ghosh, Aryya",4,3,Crossref,4812,views_from_filtered_article_listing_2025,survival analysis; PDAC; differentially expressed genes (DEGs); key hub-genes; gene-interaction network,Estadistica,keywords,survival analysis,3,alta,NA,NA,NA,NA,51
133,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Drug Discovery in Bioinformatics,Comprehensive structural and functional analyses of RAD50 nsSNPs: from prediction to impact assessment,2025-03-26,2025,10.3389/fbinf.2025.1535482,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1535482/full,"Background: The RAD50 gene on chromosome 5q3.11 plays an important role in the MRN (Mre11–Rad50–Nbs1) complex. This complex orchestrates cellular responses to the DNA double-strand breaks (DSBs) through several pathways for genome stability. This study aims to investigate the functional impact of non-synonymous single-nucleotide polymorphisms (nsSNPs) in RAD50 (a breast cancer-associated gene) and focuses on their consequences on protein structure and interaction within the MRN complex. Methods: A total of 1,806 nsSNPs were retrieved and subjected to variant analysis using a set of computational tools and ConSurf. Pathogenicity and protein stability criteria were established based on specific tools. Highly conserved damaging nsSNPs were prioritized for the structural analysis. GOR-IV was used for secondary structure prediction, whereas AlphaFold, RoseTTAFold, and I-TASSER were used for protein structure prediction. The docking of RAD50–Mre11A complexes was performed using HADDOCK to assess the impact of nsSNPs on protein–protein interactions. Molecular dynamic simulation was performed to verify the role of mutants in molecular docking analysis. Results: A subset of pathogenic and disease-associated nsSNPs in the RAD50 gene altered the protein stability and interactions with the Mre11A protein. Substantial alterations in the interacting profiles of mutants (A73P, V117F, L518P, L1092R, N1144S, and A1209T) suggest potential implications for DNA repair mechanisms and genome stability. Conclusion: The study discloses the normative impact of RAD50 mutations on the pathophysiology of breast cancer. It can provide the basis to treat RAD50 mutation-deficient cells.","Malik, Samina; Jawad Ul Hasnain, Mirza; Zaib, Gul; Saadia, Haleema; Malik, Arif; Zahid, Ayesha",6,1,Crossref,2574,views_from_filtered_article_listing_2025,breast cancer; simulation; docking; Rad50; MRE11A,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,39
134,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Drug Discovery in Bioinformatics,Inhibition potential of margolonone and isomargolonone against the dengue virus protease using molecular modeling approaches,2025-03-26,2025,10.3389/fbinf.2025.1517115,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1517115/full,"Background: Dengue is a mosquito-borne viral disease with no cure. Inhibiting key enzymes vital in replication could manage the dengue virus infection. This study investigated the potential of margolonone and isomargolonone from [Azadirachta indica] to inhibit dengue virus replication. Methods: The 3D structure of margolonone and isomargolonone were obtained from the PubChem database. The drug-likeness properties of these molecules were performed using a Swiss-ADME server. The molecular docking and molecular dynamics simulation assessed binding affinity and interactions. Results: The drug-likeness of parameters showed that Margolonone and isoMargolonone showed zero violation of Lipinski rules. Docking simulations showed that both compounds bind to the active site of a critical enzyme (NS3 protease) essential for viral replication. Molecular dynamics simulations suggested that isomargolonone may bind more stably to NS3 than margolonone. Additionally, MMPBSA analysis showed that Margolonone does not show favorable binding energy. Conclusion: These findings warrant further investigation of isomargolonone as a potential anti-dengue drug. Further [in-vitro] and [in-vivo] evaluations need to be done before accepting it as drug molecules.","Choudhir, Gourav; Iram, Faiza; Israil,; Shahid, Mohammad; Shamsi, Anas; Hassan, Md Imtaiyaz; Islam, Asimul",7,1,Crossref,2777,views_from_filtered_article_listing_2025,natural product; NS3 protease; integrating modeling; binding energy; nontoxic,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,32
135,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Drug Discovery in Bioinformatics,Streptomyces sp. VITGV156 secondary metabolite binds pathogenic protein PBP2a and Beta-lactamase,2025-03-26,2025,10.3389/fbinf.2025.1544800,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1544800/full,"Introduction: The genus [Streptomyces] is renowned for its prolific production of bioactive compounds, including antibiotics and secondary metabolites with pharmaceutical applications. This study focuses on [Streptomyces] sp. VITGV156, an isolate with promising antimicrobial properties, aiming to characterize its genomic potential and bioactive compounds through computational and experimental analyses. Methods: Genomic sequencing of [Streptomyces] sp. VITGV156 was performed to identify biosynthetic gene clusters (BGCs) associated with secondary metabolite production. Antimicrobial assays were conducted using crude extracts against Gram-positive and Gram-negative pathogens. Gas Chromatography-Mass Spectrometry (GC-MS) was employed to identify secondary metabolites. Additionally, ADME (Absorption, Distribution, Metabolism, and Excretion) analysis and molecular docking studies were conducted to assess drug-like properties and binding affinities of selected compounds against bacterial target proteins (PDB IDs: 5M18 and 6NVU). Results: The genome of [Streptomyces] sp. VITGV156 was determined to be 8.18 Mb with a G+C content of 72.61%, containing 29 BGCs responsible for the biosynthesis of antimicrobial agents such as nystatin and fluostatins. In vitro antimicrobial assays confirmed strong efficacy of crude extracts against various pathogens, with [Escherichia coli] exhibiting the highest susceptibility. Molecular docking studies of 45 identified secondary metabolites revealed binding affinities ranging from -4.0 to -7.5 kcal/mol (5M18) and -3.9 to -7.2 kcal/mol (6NVU). Among the identified compounds, squalene (ligand 43) displayed potent antibacterial and antifungal activity, whereas 2,5-piperazinedione, 3-(hydroxymethyl)-6-(phenylmethyl)- (ligand 40) exhibited strong antifungal potential. Conversely, fumaric acid, monoamide, N-benzyl-N-phenylethyl-, ethyl ester (ligand 38) demonstrated weak antifungal activity. Discussion: The genomic and bioactive analysis of [Streptomyces] sp. VITGV156 highlights its potential as a valuable source of novel antimicrobial agents. The identification of unique biosynthetic genes and bioactive secondary metabolites suggests its possible application in combating multidrug-resistant pathogens. Further studies, including purification and in vivo testing, are necessary to validate these findings and explore their therapeutic potential","Pattapulavar, Veilumuthu; Ramanujam, Sathiyabama; Shah, Manisha; Thirunavukkarasu, Muthu Kumar; Arumugam, Sivakumar; Karuppasamy, Ramanathan; Samrot, Antony V.; Deepasree, K.; Venugopal, Subhashree; Christopher, John Godwin",10,2,Crossref,4814,views_from_filtered_article_listing_2025,molecular docking; secondary metabolites; terpenoids; Streptomyces; antiSMASH,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,57
136,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Protein Bioinformatics,Molecular dynamic simulations to assess the structural variability of ClpV from Enterobacter cloacae,2025-03-25,2025,10.3389/fbinf.2025.1498916,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1498916/full,"The [Enterobacter cloacae] complex (ECC) consists of six [Enterobacter] species ([E. cloacae], [hormaechei], [kobei], [ludwigii], [nimipressuralis] and [asburiae]) that have emerged as nosocomial pathogens of interest, with [E. cloacae] and [Enterobacter hormachei] being the most frequently isolated ECC species in human clinical specimens and intensive care unit (ICU) patients. Many nosocomial outbreaks of [E. cloacae] have been related to transmission through contaminated surgical equipment and operative cleaning solutions. As this pathogen evades the action of antibiotics, it is important to find alternative targets to limit the devastating effects of these pathogens. ClpV is a Clp ATPase which dissociates and recycles the contracted sheath of the bacterial type VI secretion system (T6SS), thereby regulating bacterial populations and facilitating environmental colonization. Seventy-one [Enterobacter] strains were mined for Clp ATPase proteins. All the investigated strains contained ClpA, ClpB, ClpX and ClpV while only 20% contained ClpK. All the investigated strains contained more than one ClpV protein, and the ClpV proteins showed significant variations. Three ClpV proteins from [E. cloacae] strain E3442 were then investigated to determine the structural difference between each protein. Homology modelling showed the proteins to be structurally similar to each other, however the physicochemical characteristics of the proteins vary. Additionally, physicochemical analysis and molecular dynamic simulations showed that the proteins were highly dynamic and not significantly different from each other. Further investigation of the proteins [in silico] and [in vitro] in the presence and absence of various ligands and proteins could be performed to determine whether the proteins all interact with their surroundings in the same manner. This would allow one to determine why multiple homologs of the same protein are expressed by pathogens.","Motiwala, Tehrim; Nyide, Babalwa; Khoza, Thandeka",3,0,Crossref,2741,views_from_filtered_article_listing_2025,antibiotic resistance; alternative therapy; Enterobacter; Enterobacter cloacae; Clp ATPases; ClpV,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,78
137,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Evolutionary Bioinformatics,Divergent evolution of low-complexity regions in the vertebrate CPEB protein family,2025-03-20,2025,10.3389/fbinf.2025.1491735,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1491735/full,"The [cytoplasmic polyadenylation element-binding proteins] (CPEBs) are a family of translational regulators involved in multiple biological processes, including memory-related synaptic plasticity. In vertebrates, four paralogous genes (CPEB1-4) encode proteins with phylogenetically conserved C-terminal RNA-binding domains and variable N-terminal regions (NTRs). The CPEB NTRs are characterized by low-complexity regions (LCRs), including homopolymeric amino acid repeats (AARs), and have been identified as mediators of liquid-liquid phase separation (LLPS) and prion-like aggregation. After their appearance following gene duplication, the four paralogous CPEB proteins functionally diverged in terms of activation mechanisms and modes of mRNA binding. The paralog-specific NTRs may have contributed substantially to such functional diversification but their evolutionary history remains largely unexplored. Here, we traced the evolution of vertebrate CPEBs and their LCRs/AARs focusing on primary sequence composition, complexity, repetitiveness, and their possible functional impact on LLPS propensity and prion-likeness. We initially defined these composition- and function-related quantitative parameters for the four human CPEB paralogs and then systematically analyzed their evolutionary variation across more than 500 species belonging to nine major clades of different stem age, from Chondrichthyes to Euarchontoglires, along the vertebrate lineage. We found that the four CPEB proteins display highly divergent, paralog-specific evolutionary trends in composition- and function-related parameters, primarily driven by variation in their LCRs/AARs and largely related to clade stem ages. These findings shed new light on the molecular and functional evolution of LCRs in the CPEB protein family, in both quantitative and qualitative terms, highlighting the emergence of CPEB2 as a proline-rich prion-like protein in younger vertebrate clades, including Primates.","Vaglietti, Serena; Boggio Bozzo, Stefania; Ghirardi, Mirella; Fiumara, Ferdinando",4,3,Crossref,5449,views_from_filtered_article_listing_2025,cytoplasmic polyadenylation element-binding protein; CPEB proteins; liquid-liquid phase separation (LLPS); prion-like proteins; low-complexity regions (LCRs); homopolymeric amino acid repeats; divergent evolution; paralogous proteins,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,105
138,Frontiers in Bioinformatics,ok,BRIEF RESEARCH REPORT article,published,5 - 2025,5,2025,Genomic Analysis,ORF1ab codon frequency model predicts host-pathogen relationship in orthocoronavirinae,2025-03-18,2025,10.3389/fbinf.2025.1562668,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1562668/full,"Predicting phenotypic properties of a virus directly from its sequence data is an attractive goal for viral epidemiology. Here, we focus narrowly on the Orthocoronavirinae clade and demonstrate models that are powerfully predictive for a human-pathogen phenotype with 76.74% average precision and 85.96% average recall on the withheld test set groups, using only Orf1ab codon frequencies. We show alternative examples for other viral coding sequences and feature representations that do not perform well and discuss what distinguishes the models that are performant. These models point to a small subset of features, specifically 5 codons, that are critical to the success of the models. We discuss and contextualize how this observation may fit within a larger model for the role of translation in virus-host agreement.","Davis, Phillip E.; Russell, Joseph A.",2,0,Crossref,1847,views_from_filtered_article_listing_2025,machine learning; viruses; feature selection; genotype-to-phenotype; bioinformactics,Machine Learning,keywords,machine learning,3,alta,NA,NA,NA,NA,28
139,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Genomic Analysis,Using short-read 16S rRNA sequencing of multiple variable regions to generate high-quality results to a species level,2025-03-17,2025,10.3389/fbinf.2025.1484113,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1484113/full,"Introduction: Short-read amplicon sequencing studies have typically focused on 1-2 variable regions of the 16S rRNA gene. Species-level resolution is limited in these studies, as each variable region enables the characterisation of a different subsection of the microbiome. Although long-read sequencing techniques can take advantage of all 9 variable regions by sequencing the entire 16S rRNA gene, short-read sequencing has remained a commonly used approach in 16S rRNA research. This work assessed the feasibility of accurate species-level resolution and reproducibility using a relatively new sequencing kit and bioinformatics pipeline developed for short-read sequencing of multiple variable regions of the 16S rRNA gene. In addition, we evaluated the potential impact of different sample collection methods on our outcomes. Methods: Using xGen™ 16S Amplicon Panel v2 kits, sequencing of all 9 variable regions of the 16S rRNA gene was carried out on an Illumina MiSeq platform. Mock cells and mock DNA for 8 bacterial species were included as extraction and sequencing controls respectively. Within-run and between-run replicate samples, and pairs of stool and rectal swabs collected at 0–5 weeks from the same infants, were incorporated. Observed relative abundances of each species were compared to theoretical abundances provided by ZymoBIOMICS. Paired Wilcoxon rank sum tests and distance-based intraclass correlation coefficients were used to statistically compare alpha and beta diversity measures, respectively, for pairs of replicates and stool/rectal swab sample pairs. Results: Using multiple variable regions of the 16S ribosomal Ribonucleic Acid (rRNA) gene, we found that we could accurately identify taxa to a species level and obtain highly reproducible results at a species level. Yet, the microbial profiles of stool and rectal swab sample pairs differed substantially despite being collected concurrently from the same infants. Conclusion: This protocol provides an effective means for studying infant gut microbial samples at a species level. However, sample collection approaches need to be accounted for in any downstream analysis.","Graham, Amy S.; Patel, Fadheela; Little, Francesca; van der Kouwe, Andre; Kaba, Mamadou; Holmes, Martha J.",6,2,Crossref,4012,views_from_filtered_article_listing_2025,microbiome; 16S rRNA sequencing; short-read; multiple variable regions; species-level,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,79
140,Frontiers in Bioinformatics,ok,BRIEF RESEARCH REPORT article,published,5 - 2025,5,2025,Drug Discovery in Bioinformatics,Cyclic peptide membrane permeability prediction using deep learning model based on molecular attention transformer,2025-03-11,2025,10.3389/fbinf.2025.1566174,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1566174/full,"Membrane permeability is a critical bottleneck in the development of cyclic peptide drugs. Experimental membrane permeability testing is costly, and precise [in silico] prediction tools are scarce. In this study, we developed CPMP (https://github.com/panda1103/CPMP), a cyclic peptide membrane permeability prediction model based on the Molecular Attention Transformer (MAT) frame. The model demonstrated robust predictive performance, achieving determination coefficients ([R][2]) of 0.67 for PAMPA permeability prediction, and [R][2] values of 0.75, 0.62, and 0.73 for Caco-2, RRCK, and MDCK cell permeability predictions, respectively. Its performance outperforms traditional machine learning methods and graph-based neural network models. In ablation experiments, we validated the effectiveness of each component in the MAT architecture. Additionally, we analyzed the impact of data pre-training and cyclic peptide conformation optimization on model performance.","Jiang, Dawei; Chen, Zixi; Du, Hongli",3,3,Crossref,6853,views_from_filtered_article_listing_2025,deep learning; cyclic peptide; membrane permeability; molecular attention transformer; pampa,Machine Learning,title,deep learning,3,alta,NA,NA,NA,NA,28
141,Frontiers in Bioinformatics,ok,PERSPECTIVE article,published,5 - 2025,5,2025,Genomic Analysis,A standards perspective on genomic data reusability and reproducibility,2025-03-10,2025,10.3389/fbinf.2025.1572937,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1572937/full,"Genomic and metagenomic sequence data provides an unprecedented ability to re-examine findings, offering a transformative potential for advancing research, developing computational tools, enhancing clinical applications, and fostering scientific collaboration. However, effective and ethical reuse of genomics data is hampered by numerous technical and social challenges. The International Microbiome and Multi’Omics Standards Alliance (IMMSA, https://www.microbialstandards.org/) and the Genomic Standards Consortium (GSC, https://gensc.org) hosted a 5-part seminar series “A Year of Data Reuse” in 2024 to explore challenges and opportunities of data reuse and reproducibility across disparate domains of the genomic sciences. Addressing these challenges will require a multifaceted approach, including common metadata reporting, clear communication, standardized protocols, improved data management infrastructure, ethical guidelines, and collaborative policies that prioritize transparency and accessibility. We offer strategies to enable responsible and technically feasible data reuse, recognition of data reproducibility challenges, and emphasizing the importance of cross-disciplinary efforts in the pursuit of open science and data-driven innovation.","Keenum, Ishi; Jackson, Scott A.; Eloe-Fadrosh, Emiley; Schriml, Lynn M.",4,6,Crossref,3410,views_from_filtered_article_listing_2025,AI; reuse; metagenomics; genomics; reproducibility; standards,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,30
142,Frontiers in Bioinformatics,ok,DATA REPORT article,published,5 - 2025,5,2025,RNA Bioinformatics,An extended miRNA repertoire in Rattus norvegicus,2025-03-10,2025,10.3389/fbinf.2025.1545680,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1545680/full,"MicroRNAs (miRNAs) are small, non-coding RNA molecules, approximately 22 nucleotides in length, that play crucial roles in the regulation of gene expression....","Lehmann, Julienne; Yazbeck, Ali; Hackermüller, Jörg; Canzler, Sebastian",4,1,Crossref,1629,views_from_filtered_article_listing_2025,miRNA; ncRNA; non-coding RNA; micro RNA; homology search; Rattus norvegicus,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,16
143,Frontiers in Bioinformatics,ok,BRIEF RESEARCH REPORT article,published,5 - 2025,5,2025,Computational BioImaging,Improving acne severity detection: a GAN framework with contour accentuation for image deblurring,2025-03-10,2025,10.3389/fbinf.2025.1485797,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1485797/full,"Teledermatology, a growing field of telemedicine, is widely used to diagnose skin conditions like acne, especially in young adults. Accurate diagnosis depends on clear images, but blurring is a common issue in most images. In particular, for acne images, it obscures acne spots and facial contours, leading to inaccurate diagnosis. Traditional methods to address blurring fail to recover fine details, making them unsuitable for teledermatology. To resolve this issue, the study proposes a framework based on generative networks. It comprises three main steps: the Contour Accentuation Technique, which outlines facial features to create a blurred sketch; a deblurring module, which enhances the sketch’s clarity; and an image translator, which converts the refined sketch into a color photo that effectively highlights acne spots. Tested on Acne Recognition Dataset, the framework achieved an SSIM of 0.83, a PSNR of 22.35 dB, and an FID score of 10.77, demonstrating its ability to produce clear images for accurate acne diagnosis. Further, the details of research can be found on the project homepage at: https://github.com/Princiya1990/CATDeblurring.","Mascarenhas, Philomina Princiya; Sannidhan, M. S.; Pinto, Ancilla J.; Camero, Dabis; Martis, Jason Elroy",5,3,Crossref,2616,views_from_filtered_article_listing_2025,generative adversarial networks; image deblurring; contour accentuation technique; teledermatology; acne severity detection,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,22
144,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Genomic Analysis,Urinary based biomarkers identification and genetic profiling in Parkinson’s disease: a systematic review of metabolomic studies,2025-03-10,2025,10.3389/fbinf.2025.1513790,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1513790/full,"Background: Parkinson’s disease is a complex, age-related, neurodegenerative disease associated with dopamine deficiency and both motor and nonmotor deficits. Therapeutic pathways remain challenging in Parkinson’s disease due to the low accuracy of early diagnosis, the difficulty in monitoring disease progression, and the limited availability of treatment options. Objectives: Few data are present to identify urinary biomarkers for various ailments, potentially aiding in the diagnosis and tracking of illness progression in individuals with Parkinson’s disease. Thus, the analysis of urinary metabolomic biomarkers (UMB) for early and mid-stage idiopathic Parkinson’s disease (IPD) is the main goal of this systematic review. Methods: For this study, six electronic databases were searched for articles published up to 23 February 2024: PubMed, Ovid Medline, Embase, Scopus, Science Direct, and Cochrane. 5,377 articles were found and 40 articles were screened as per the eligibility criteria. Out of these, 7 controlled studies were selected for this review. Genetic profiling for gene function and biomarker interactions between urinary biomarkers was conducted using the STRING and Cytoscape database. Results: A total of 40 metabolites were identified to be related to the early and mid-stage of the disease pathology out of which three metabolites, acetyl phenylalanine (a subtype of phenylalanine), tyrosine and kynurenine were common and most significant in three studies. These metabolites cause impaired dopamine synthesis along with mitochondrial disturbances and brain energy metabolic disturbances which are considered responsible for neurodegenerative disorders. Furoglycine, Cortisol, Hydroxyphenylacetic acid, Glycine, Tiglyglycine, Aminobutyric acid, Hydroxyprogesterone, Phenylacetylglutamine, and Dihydrocortisol were also found commonly dysregulated in two of the total 7 studies. 158 genes were found which are responsible for the occurrence of PD and metabolic regulation of the corresponding biomarkers from our study. Conclusion: The current review identified acetyl phenylalanine (a subtype of phenylalanine), tyrosine and kynurenine as potential urinary metabolomic biomarkers for diagnosing PD and identifying disease progression.","Dhiman, Neetu Rani; Singh, Surbhi; Singh, Royana; Kumar, Anand; Singh, Varun Kumar; Pathak, Abhishek; Chaurasia, Rameshwar Nath; Mishra, Vijay Nath; Srivastava, Niraj Kumar; Sahu, Swati; Pandey, Nikhil; Joshi, Deepika",12,6,Crossref,4844,views_from_filtered_article_listing_2025,review; metabolomics; Parkinson’s disease; genetic profile; urine based diagnostics,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,40
